,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay,datetime
7861,4,46,154,135,3,750,193,1,2022-07-12 00:00:07.861
7862,5,130,241,16,3,750,109,1,2022-07-12 00:00:07.862
7863,5,1382,159,35,3,750,67,0,2022-07-12 00:00:07.863
7864,5,1385,35,159,3,750,79,0,2022-07-12 00:00:07.864
7865,5,1423,268,16,3,750,100,1,2022-07-12 00:00:07.865
7866,5,1988,153,177,3,750,196,0,2022-07-12 00:00:07.866
7867,5,1990,198,16,3,750,93,0,2022-07-12 00:00:07.867
7868,5,2125,45,16,3,750,119,0,2022-07-12 00:00:07.868
7869,5,2288,16,35,3,750,153,0,2022-07-12 00:00:07.869
7870,5,2806,197,183,3,750,214,1,2022-07-12 00:00:07.870
7871,5,28,173,16,3,750,97,1,2022-07-12 00:00:07.871
7872,6,5187,16,27,3,750,58,0,2022-07-12 00:00:07.872
7873,8,484,173,45,3,750,126,0,2022-07-12 00:00:07.873
7874,8,816,35,45,3,750,88,1,2022-07-12 00:00:07.874
7875,8,823,45,35,3,750,75,0,2022-07-12 00:00:07.875
7876,10,2978,146,80,3,750,90,1,2022-07-12 00:00:07.876
7877,10,3024,154,236,3,750,90,0,2022-07-12 00:00:07.877
7878,10,3898,78,208,3,750,125,1,2022-07-12 00:00:07.878
7879,10,3947,208,285,3,750,90,1,2022-07-12 00:00:07.879
7880,10,4504,159,35,3,750,65,0,2022-07-12 00:00:07.880
7881,11,6267,71,177,3,750,95,0,2022-07-12 00:00:07.881
7882,11,6444,19,85,3,750,110,1,2022-07-12 00:00:07.882
7883,11,6485,148,35,3,750,78,0,2022-07-12 00:00:07.883
7884,12,4810,280,261,3,750,110,0,2022-07-12 00:00:07.884
7885,14,1271,35,216,3,750,94,1,2022-07-12 00:00:07.885
7886,14,2032,78,35,3,750,84,0,2022-07-12 00:00:07.886
7887,14,574,262,217,3,750,104,0,2022-07-12 00:00:07.887
7888,14,622,202,217,3,750,108,0,2022-07-12 00:00:07.888
7889,14,634,258,217,3,750,105,0,2022-07-12 00:00:07.889
7890,15,1065,33,79,3,750,180,1,2022-07-12 00:00:07.890
7891,15,1165,202,217,3,750,115,1,2022-07-12 00:00:07.891
7892,15,1227,216,175,3,750,135,1,2022-07-12 00:00:07.892
7893,15,136,153,252,3,750,165,1,2022-07-12 00:00:07.893
7894,15,1434,35,175,3,750,170,1,2022-07-12 00:00:07.894
7895,15,1537,153,243,3,750,65,1,2022-07-12 00:00:07.895
7896,15,1589,45,172,3,750,175,1,2022-07-12 00:00:07.896
7897,15,1686,182,216,3,750,100,1,2022-07-12 00:00:07.897
7898,15,1923,153,280,3,750,75,0,2022-07-12 00:00:07.898
7899,15,2885,243,262,3,750,95,1,2022-07-12 00:00:07.899
7900,15,2992,205,268,3,750,70,1,2022-07-12 00:00:07.900
7901,15,31,155,75,3,750,65,0,2022-07-12 00:00:07.901
7902,15,32,131,129,3,750,60,1,2022-07-12 00:00:07.902
7903,15,339,243,153,3,750,70,1,2022-07-12 00:00:07.903
7904,15,42,217,129,3,750,150,1,2022-07-12 00:00:07.904
7905,15,530,79,175,3,750,140,1,2022-07-12 00:00:07.905
7906,15,690,45,12,3,750,70,1,2022-07-12 00:00:07.906
7907,15,852,252,217,3,750,170,1,2022-07-12 00:00:07.907
7908,15,862,33,173,3,750,105,1,2022-07-12 00:00:07.908
7909,16,2157,96,147,3,750,154,1,2022-07-12 00:00:07.909
7910,17,2881,248,217,3,750,95,0,2022-07-12 00:00:07.910
7911,17,7296,134,22,3,750,74,0,2022-07-12 00:00:07.911
7912,6,5108,101,16,3,751,97,1,2022-07-12 00:00:07.912
7913,11,6706,234,85,3,751,119,1,2022-07-12 00:00:07.913
7914,12,4823,261,100,3,751,95,1,2022-07-12 00:00:07.914
7915,12,6846,246,253,3,751,80,1,2022-07-12 00:00:07.915
7916,13,386,79,35,3,751,226,1,2022-07-12 00:00:07.916
7917,13,559,159,208,3,751,158,0,2022-07-12 00:00:07.917
7918,0,4116,121,85,3,752,116,1,2022-07-12 00:00:07.918
7919,3,706,260,148,3,752,241,1,2022-07-12 00:00:07.919
7920,6,5081,290,16,3,752,110,1,2022-07-12 00:00:07.920
7921,6,5211,78,268,3,752,143,0,2022-07-12 00:00:07.921
7922,5,432,96,85,3,753,117,0,2022-07-12 00:00:07.922
7923,6,7118,134,273,3,753,74,1,2022-07-12 00:00:07.923
7924,12,6969,227,154,3,753,47,0,2022-07-12 00:00:07.924
7925,0,3667,272,85,3,754,111,0,2022-07-12 00:00:07.925
7926,5,2954,217,71,3,754,211,1,2022-07-12 00:00:07.926
7927,6,7093,134,61,3,754,80,0,2022-07-12 00:00:07.927
7928,12,6597,79,18,3,754,128,0,2022-07-12 00:00:07.928
7929,13,300,79,84,3,754,99,0,2022-07-12 00:00:07.929
7930,13,534,79,45,3,754,201,0,2022-07-12 00:00:07.930
7931,13,660,79,96,3,754,225,1,2022-07-12 00:00:07.931
7932,16,5990,208,164,3,754,99,1,2022-07-12 00:00:07.932
7933,1,1259,80,79,3,755,125,0,2022-07-12 00:00:07.933
7934,1,1557,35,208,3,755,170,1,2022-07-12 00:00:07.934
7935,1,1616,261,80,3,755,155,0,2022-07-12 00:00:07.935
7936,1,1923,253,154,3,755,85,0,2022-07-12 00:00:07.936
7937,1,2346,80,208,3,755,135,0,2022-07-12 00:00:07.937
7938,1,617,80,243,3,755,195,1,2022-07-12 00:00:07.938
7939,1,728,80,159,3,755,200,1,2022-07-12 00:00:07.939
7940,1,743,159,80,3,755,240,1,2022-07-12 00:00:07.940
7941,1,818,154,268,3,755,210,0,2022-07-12 00:00:07.941
7942,2,610,252,153,3,755,151,0,2022-07-12 00:00:07.942
7943,2,876,128,214,3,755,330,1,2022-07-12 00:00:07.943
7944,3,184,243,148,3,755,319,1,2022-07-12 00:00:07.944
7945,4,1770,173,58,3,755,141,1,2022-07-12 00:00:07.945
7946,4,1836,135,216,3,755,194,1,2022-07-12 00:00:07.946
7947,5,1021,12,16,3,755,169,0,2022-07-12 00:00:07.947
7948,5,1689,216,85,3,755,108,1,2022-07-12 00:00:07.948
7949,5,1942,16,96,3,755,142,0,2022-07-12 00:00:07.949
7950,5,2265,16,177,3,755,88,1,2022-07-12 00:00:07.950
7951,5,2431,159,85,3,755,118,1,2022-07-12 00:00:07.951
7952,6,5066,16,121,3,755,53,1,2022-07-12 00:00:07.952
7953,6,5135,157,16,3,755,89,0,2022-07-12 00:00:07.953
7954,6,5180,35,78,3,755,105,0,2022-07-12 00:00:07.954
7955,6,5283,275,16,3,755,74,1,2022-07-12 00:00:07.955
7956,6,7078,134,238,3,755,73,0,2022-07-12 00:00:07.956
7957,6,7081,134,76,3,755,88,0,2022-07-12 00:00:07.957
7958,8,433,184,16,3,755,121,0,2022-07-12 00:00:07.958
7959,10,2952,80,245,3,755,135,0,2022-07-12 00:00:07.959
7960,10,3257,80,184,3,755,145,0,2022-07-12 00:00:07.960
7961,10,3398,156,80,3,755,75,0,2022-07-12 00:00:07.961
7962,10,4085,0,208,3,755,140,1,2022-07-12 00:00:07.962
7963,10,4150,285,208,3,755,105,1,2022-07-12 00:00:07.963
7964,10,4200,139,208,3,755,70,1,2022-07-12 00:00:07.964
7965,12,4549,230,261,3,755,98,0,2022-07-12 00:00:07.965
7966,12,6258,88,79,3,755,53,1,2022-07-12 00:00:07.966
7967,12,6871,79,192,3,755,102,1,2022-07-12 00:00:07.967
7968,13,908,79,208,3,755,143,0,2022-07-12 00:00:07.968
7969,14,185,236,217,3,755,100,0,2022-07-12 00:00:07.969
7970,14,256,154,217,3,755,81,0,2022-07-12 00:00:07.970
7971,14,569,243,217,3,755,76,0,2022-07-12 00:00:07.971
7972,15,1004,153,202,3,755,90,0,2022-07-12 00:00:07.972
7973,15,1141,162,45,3,755,130,1,2022-07-12 00:00:07.973
7974,15,1185,253,79,3,755,150,0,2022-07-12 00:00:07.974
7975,15,1198,217,243,3,755,70,1,2022-07-12 00:00:07.975
7976,15,1884,153,217,3,755,70,0,2022-07-12 00:00:07.976
7977,15,2010,104,172,3,755,210,1,2022-07-12 00:00:07.977
7978,15,2022,154,129,3,755,190,1,2022-07-12 00:00:07.978
7979,15,3405,236,153,3,755,80,1,2022-07-12 00:00:07.979
7980,15,351,243,79,3,755,135,1,2022-07-12 00:00:07.980
7981,15,372,175,172,3,755,90,0,2022-07-12 00:00:07.981
7982,15,3920,204,79,3,755,100,1,2022-07-12 00:00:07.982
7983,15,465,172,277,3,755,155,1,2022-07-12 00:00:07.983
7984,15,757,91,154,3,755,135,1,2022-07-12 00:00:07.984
7985,15,763,173,217,3,755,300,1,2022-07-12 00:00:07.985
7986,15,882,22,45,3,755,70,1,2022-07-12 00:00:07.986
7987,15,930,262,44,3,755,70,1,2022-07-12 00:00:07.987
7988,15,938,45,217,3,755,320,1,2022-07-12 00:00:07.988
7989,16,2459,60,135,3,755,170,0,2022-07-12 00:00:07.989
7990,17,1037,143,128,3,755,47,0,2022-07-12 00:00:07.990
7991,3,1065,148,18,3,756,252,1,2022-07-12 00:00:07.991
7992,4,390,261,135,3,756,180,1,2022-07-12 00:00:07.992
7993,6,5455,251,16,3,756,94,0,2022-07-12 00:00:07.993
7994,8,128,277,16,3,756,95,0,2022-07-12 00:00:07.994
7995,11,6607,47,85,3,756,123,1,2022-07-12 00:00:07.995
7996,12,4702,160,261,3,756,105,1,2022-07-12 00:00:07.996
7997,13,848,79,135,3,756,144,0,2022-07-12 00:00:07.997
7998,16,2244,221,96,3,756,114,1,2022-07-12 00:00:07.998
7999,0,3994,166,197,3,757,55,0,2022-07-12 00:00:07.999
8000,6,5168,16,19,3,757,56,0,2022-07-12 00:00:08.000
8001,6,5608,115,16,3,757,86,1,2022-07-12 00:00:08.001
8002,8,605,241,45,3,757,140,0,2022-07-12 00:00:08.002
8003,8,762,16,213,3,757,108,0,2022-07-12 00:00:08.003
8004,11,6603,82,197,3,757,63,0,2022-07-12 00:00:08.004
8005,11,6641,120,85,3,757,112,0,2022-07-12 00:00:08.005
8006,5,2399,16,234,3,758,92,0,2022-07-12 00:00:08.006
8007,8,1121,104,139,3,758,166,0,2022-07-12 00:00:08.007
8008,13,886,253,153,3,758,104,0,2022-07-12 00:00:08.008
8009,9,296,128,203,3,759,38,0,2022-07-12 00:00:08.009
8010,13,558,79,277,3,759,203,0,2022-07-12 00:00:08.010
8011,13,75,253,128,3,759,319,1,2022-07-12 00:00:08.011
8012,0,4247,250,85,3,760,80,0,2022-07-12 00:00:08.012
8013,1,1362,208,148,3,760,130,1,2022-07-12 00:00:08.013
8014,1,2026,264,80,3,760,170,0,2022-07-12 00:00:08.014
8015,1,2064,183,173,3,760,60,0,2022-07-12 00:00:08.015
8016,1,2325,208,80,3,760,150,1,2022-07-12 00:00:08.016
8017,1,462,198,183,3,760,105,1,2022-07-12 00:00:08.017
8018,1,863,183,260,3,760,145,1,2022-07-12 00:00:08.018
8019,3,448,277,35,3,760,166,1,2022-07-12 00:00:08.019
8020,4,1016,241,58,3,760,148,1,2022-07-12 00:00:08.020
8021,4,438,96,183,3,760,182,1,2022-07-12 00:00:08.021
8022,5,1720,183,71,3,760,158,0,2022-07-12 00:00:08.022
8023,5,2086,16,159,3,760,139,0,2022-07-12 00:00:08.023
8024,5,629,78,85,3,760,95,1,2022-07-12 00:00:08.024
8025,6,5510,16,190,3,760,78,1,2022-07-12 00:00:08.025
8026,6,7125,134,43,3,760,69,0,2022-07-12 00:00:08.026
8027,6,7399,135,16,3,760,125,0,2022-07-12 00:00:08.027
8028,7,795,79,214,3,760,164,1,2022-07-12 00:00:08.028
8029,8,1292,119,173,3,760,155,0,2022-07-12 00:00:08.029
8030,8,487,45,173,3,760,144,1,2022-07-12 00:00:08.030
8031,8,632,76,45,3,760,81,1,2022-07-12 00:00:08.031
8032,8,654,244,16,3,760,131,1,2022-07-12 00:00:08.032
8033,9,169,150,203,3,760,31,0,2022-07-12 00:00:08.033
8034,10,2706,119,80,3,760,170,1,2022-07-12 00:00:08.034
8035,10,2949,80,285,3,760,120,1,2022-07-12 00:00:08.035
8036,10,3121,154,258,3,760,75,0,2022-07-12 00:00:08.036
8037,10,3282,80,146,3,760,80,0,2022-07-12 00:00:08.037
8038,10,3369,80,84,3,760,115,0,2022-07-12 00:00:08.038
8039,10,3833,208,16,3,760,120,0,2022-07-12 00:00:08.039
8040,10,4228,208,254,3,760,95,0,2022-07-12 00:00:08.040
8041,10,4362,85,208,3,760,80,1,2022-07-12 00:00:08.041
8042,11,6343,251,85,3,760,94,0,2022-07-12 00:00:08.042
8043,12,4518,261,79,3,760,83,0,2022-07-12 00:00:08.043
8044,12,4608,80,261,3,760,168,1,2022-07-12 00:00:08.044
8045,12,4755,58,197,3,760,125,1,2022-07-12 00:00:08.045
8046,12,7035,154,214,3,760,141,0,2022-07-12 00:00:08.046
8047,14,614,153,217,3,760,70,0,2022-07-12 00:00:08.047
8048,15,1525,153,44,3,760,65,1,2022-07-12 00:00:08.048
8049,15,1753,104,173,3,760,60,1,2022-07-12 00:00:08.049
8050,15,2102,217,228,3,760,290,1,2022-07-12 00:00:08.050
8051,15,3142,75,244,3,760,65,0,2022-07-12 00:00:08.051
8052,15,3321,264,202,3,760,85,1,2022-07-12 00:00:08.052
8053,15,3843,217,43,3,760,245,1,2022-07-12 00:00:08.053
8054,15,497,45,233,3,760,65,1,2022-07-12 00:00:08.054
8055,15,540,217,221,3,760,240,1,2022-07-12 00:00:08.055
8056,15,843,268,2,3,760,165,1,2022-07-12 00:00:08.056
8057,16,2812,13,135,3,760,95,0,2022-07-12 00:00:08.057
8058,16,3003,33,135,3,760,125,0,2022-07-12 00:00:08.058
8059,16,3075,96,228,3,760,59,1,2022-07-12 00:00:08.059
8060,17,2694,160,217,3,760,83,1,2022-07-12 00:00:08.060
8061,17,2876,246,217,3,760,89,0,2022-07-12 00:00:08.061
8062,0,4276,162,16,3,761,99,1,2022-07-12 00:00:08.062
8063,6,5215,167,16,3,761,89,0,2022-07-12 00:00:08.063
8064,6,5254,245,16,3,761,86,1,2022-07-12 00:00:08.064
8065,6,5486,54,16,3,761,82,0,2022-07-12 00:00:08.065
8066,8,189,78,16,3,761,123,0,2022-07-12 00:00:08.066
8067,8,477,45,16,3,761,125,0,2022-07-12 00:00:08.067
8068,8,842,173,16,3,761,92,0,2022-07-12 00:00:08.068
8069,12,6291,154,91,3,761,111,0,2022-07-12 00:00:08.069
8070,12,6522,154,217,3,761,79,0,2022-07-12 00:00:08.070
8071,16,5989,247,208,3,761,44,1,2022-07-12 00:00:08.071
8072,3,27,42,148,3,762,77,1,2022-07-12 00:00:08.072
8073,3,376,104,159,3,762,168,0,2022-07-12 00:00:08.073
8074,5,2765,233,85,3,762,116,1,2022-07-12 00:00:08.074
8075,12,6226,253,262,3,762,43,1,2022-07-12 00:00:08.075
8076,13,197,134,252,3,762,354,0,2022-07-12 00:00:08.076
8077,13,49,134,154,3,762,346,1,2022-07-12 00:00:08.077
8078,13,643,96,208,3,762,153,1,2022-07-12 00:00:08.078
8079,16,5979,208,107,3,762,96,1,2022-07-12 00:00:08.079
8080,0,3657,273,16,3,763,154,1,2022-07-12 00:00:08.080
8081,6,5223,278,16,3,763,76,1,2022-07-12 00:00:08.081
8082,0,3847,238,85,3,764,91,1,2022-07-12 00:00:08.082
8083,0,4053,245,159,3,764,130,0,2022-07-12 00:00:08.083
8084,5,1268,228,16,3,764,177,0,2022-07-12 00:00:08.084
8085,6,5127,16,132,3,764,56,0,2022-07-12 00:00:08.085
8086,6,5306,121,16,3,764,80,0,2022-07-12 00:00:08.086
8087,12,6988,79,65,3,764,35,0,2022-07-12 00:00:08.087
8088,13,20,79,279,3,764,97,0,2022-07-12 00:00:08.088
8089,13,316,79,134,3,764,195,0,2022-07-12 00:00:08.089
8090,13,598,79,172,3,764,97,0,2022-07-12 00:00:08.090
8091,0,3868,12,85,3,765,119,1,2022-07-12 00:00:08.091
8092,1,1154,80,136,3,765,75,0,2022-07-12 00:00:08.092
8093,1,1308,154,18,3,765,175,0,2022-07-12 00:00:08.093
8094,1,1682,80,177,3,765,85,0,2022-07-12 00:00:08.094
8095,1,329,159,208,3,765,155,0,2022-07-12 00:00:08.095
8096,1,369,80,2,3,765,110,0,2022-07-12 00:00:08.096
8097,1,373,80,264,3,765,195,1,2022-07-12 00:00:08.097
8098,1,405,134,80,3,765,205,0,2022-07-12 00:00:08.098
8099,1,442,253,183,3,765,320,1,2022-07-12 00:00:08.099
8100,1,453,80,214,3,765,255,1,2022-07-12 00:00:08.100
8101,2,22,252,208,3,765,242,0,2022-07-12 00:00:08.101
8102,3,332,173,22,3,765,155,1,2022-07-12 00:00:08.102
8103,4,1850,135,233,3,765,150,0,2022-07-12 00:00:08.103
8104,4,596,153,135,3,765,178,1,2022-07-12 00:00:08.104
8105,4,90,154,96,3,765,321,1,2022-07-12 00:00:08.105
8106,5,1037,129,16,3,765,126,1,2022-07-12 00:00:08.106
8107,5,1053,172,16,3,765,120,1,2022-07-12 00:00:08.107
8108,5,1246,60,85,3,765,110,1,2022-07-12 00:00:08.108
8109,5,1966,16,61,3,765,90,1,2022-07-12 00:00:08.109
8110,5,2037,45,85,3,765,95,0,2022-07-12 00:00:08.110
8111,5,2461,216,16,3,765,140,1,2022-07-12 00:00:08.111
8112,5,2579,148,183,3,765,183,1,2022-07-12 00:00:08.112
8113,5,2943,96,16,3,765,146,0,2022-07-12 00:00:08.113
8114,6,5586,288,16,3,765,80,1,2022-07-12 00:00:08.114
8115,7,530,175,79,3,765,155,0,2022-07-12 00:00:08.115
8116,8,572,217,184,3,765,195,0,2022-07-12 00:00:08.116
8117,10,2977,80,70,3,765,115,1,2022-07-12 00:00:08.117
8118,10,2986,80,11,3,765,130,1,2022-07-12 00:00:08.118
8119,10,3260,76,80,3,765,170,0,2022-07-12 00:00:08.119
8120,10,3335,56,80,3,765,135,1,2022-07-12 00:00:08.120
8121,11,6458,233,35,3,765,124,0,2022-07-12 00:00:08.121
8122,12,6236,153,100,3,765,88,1,2022-07-12 00:00:08.122
8123,12,6264,253,100,3,765,62,0,2022-07-12 00:00:08.123
8124,12,6457,253,264,3,765,88,0,2022-07-12 00:00:08.124
8125,12,7038,6,253,3,765,78,0,2022-07-12 00:00:08.125
8126,13,435,134,153,3,765,322,0,2022-07-12 00:00:08.126
8127,13,500,253,217,3,765,119,0,2022-07-12 00:00:08.127
8128,13,711,216,208,3,765,144,1,2022-07-12 00:00:08.128
8129,14,1186,177,60,3,765,93,0,2022-07-12 00:00:08.129
8130,14,145,264,217,3,765,76,0,2022-07-12 00:00:08.130
8131,14,490,207,217,3,765,70,0,2022-07-12 00:00:08.131
8132,15,1048,198,75,3,765,85,1,2022-07-12 00:00:08.132
8133,15,1117,175,216,3,765,120,1,2022-07-12 00:00:08.133
8134,15,114,233,175,3,765,125,1,2022-07-12 00:00:08.134
8135,15,118,217,182,3,765,285,0,2022-07-12 00:00:08.135
8136,15,1618,18,75,3,765,55,1,2022-07-12 00:00:08.136
8137,15,2529,217,184,3,765,205,1,2022-07-12 00:00:08.137
8138,15,3599,268,153,3,765,230,1,2022-07-12 00:00:08.138
8139,15,40,173,87,3,765,75,1,2022-07-12 00:00:08.139
8140,15,429,154,79,3,765,135,1,2022-07-12 00:00:08.140
8141,15,509,217,85,3,765,235,1,2022-07-12 00:00:08.141
8142,15,748,204,129,3,765,85,1,2022-07-12 00:00:08.142
8143,15,755,175,268,3,765,65,1,2022-07-12 00:00:08.143
8144,16,2881,135,33,3,765,108,0,2022-07-12 00:00:08.144
8145,17,1015,150,128,3,765,40,0,2022-07-12 00:00:08.145
8146,5,1997,16,233,3,766,79,0,2022-07-12 00:00:08.146
8147,6,5301,47,16,3,766,78,0,2022-07-12 00:00:08.147
8148,8,106,80,16,3,766,116,0,2022-07-12 00:00:08.148
8149,12,6406,93,253,3,766,90,1,2022-07-12 00:00:08.149
8150,12,6435,154,279,3,766,174,0,2022-07-12 00:00:08.150
8151,12,6477,154,262,3,766,83,0,2022-07-12 00:00:08.151
8152,13,231,134,243,3,766,343,0,2022-07-12 00:00:08.152
8153,5,240,183,16,3,767,117,1,2022-07-12 00:00:08.153
8154,5,698,22,16,3,767,168,1,2022-07-12 00:00:08.154
8155,8,1453,213,130,3,767,163,1,2022-07-12 00:00:08.155
8156,8,258,106,16,3,767,125,1,2022-07-12 00:00:08.156
8157,13,270,79,173,3,767,205,0,2022-07-12 00:00:08.157
8158,13,653,217,208,3,767,204,1,2022-07-12 00:00:08.158
8159,3,76,213,148,3,768,160,1,2022-07-12 00:00:08.159
8160,13,670,198,134,3,768,147,0,2022-07-12 00:00:08.160
8161,13,808,154,253,3,768,92,1,2022-07-12 00:00:08.161
8162,16,2979,172,135,3,768,124,0,2022-07-12 00:00:08.162
8163,6,5043,130,16,3,769,156,0,2022-07-12 00:00:08.163
8164,8,1742,221,173,3,769,145,0,2022-07-12 00:00:08.164
8165,8,73,16,104,3,769,110,0,2022-07-12 00:00:08.165
8166,12,6464,253,232,3,769,95,1,2022-07-12 00:00:08.166
8167,12,6573,126,79,3,769,56,1,2022-07-12 00:00:08.167
8168,0,3695,193,197,3,770,80,1,2022-07-12 00:00:08.168
8169,1,1607,279,80,3,770,70,0,2022-07-12 00:00:08.169
8170,1,1767,80,227,3,770,190,0,2022-07-12 00:00:08.170
8171,1,1794,80,18,3,770,60,1,2022-07-12 00:00:08.171
8172,1,2040,183,159,3,770,170,1,2022-07-12 00:00:08.172
8173,1,2337,96,208,3,770,155,0,2022-07-12 00:00:08.173
8174,1,632,153,80,3,770,155,1,2022-07-12 00:00:08.174
8175,3,1418,147,35,3,770,145,1,2022-07-12 00:00:08.175
8176,4,1588,243,135,3,770,187,1,2022-07-12 00:00:08.176
8177,4,245,58,135,3,770,186,1,2022-07-12 00:00:08.177
8178,4,267,135,252,3,770,280,1,2022-07-12 00:00:08.178
8179,4,326,135,45,3,770,167,0,2022-07-12 00:00:08.179
8180,5,2026,104,16,3,770,118,1,2022-07-12 00:00:08.180
8181,5,2114,252,197,3,770,202,0,2022-07-12 00:00:08.181
8182,5,2440,277,78,3,770,124,1,2022-07-12 00:00:08.182
8183,6,4992,36,16,3,770,79,0,2022-07-12 00:00:08.183
8184,6,5266,16,180,3,770,54,0,2022-07-12 00:00:08.184
8185,6,5391,19,16,3,770,69,0,2022-07-12 00:00:08.185
8186,6,5512,16,186,3,770,88,0,2022-07-12 00:00:08.186
8187,8,324,253,16,3,770,270,1,2022-07-12 00:00:08.187
8188,8,56,154,16,3,770,250,0,2022-07-12 00:00:08.188
8189,10,2856,288,80,3,770,135,0,2022-07-12 00:00:08.189
8190,10,4128,174,208,3,770,135,1,2022-07-12 00:00:08.190
8191,11,6472,174,71,3,770,105,1,2022-07-12 00:00:08.191
8192,12,6377,67,79,3,770,55,0,2022-07-12 00:00:08.192
8193,12,6950,217,79,3,770,103,1,2022-07-12 00:00:08.193
8194,14,1170,233,60,3,770,61,0,2022-07-12 00:00:08.194
8195,14,1266,16,216,3,770,124,0,2022-07-12 00:00:08.195
8196,14,1990,200,60,3,770,64,0,2022-07-12 00:00:08.196
8197,14,333,280,217,3,770,51,0,2022-07-12 00:00:08.197
8198,15,1096,262,153,3,770,80,1,2022-07-12 00:00:08.198
8199,15,1104,172,243,3,770,220,1,2022-07-12 00:00:08.199
8200,15,1235,45,2,3,770,280,1,2022-07-12 00:00:08.200
8201,15,1264,79,129,3,770,140,1,2022-07-12 00:00:08.201
8202,15,1385,44,153,3,770,60,0,2022-07-12 00:00:08.202
8203,15,166,154,253,3,770,75,1,2022-07-12 00:00:08.203
8204,15,1671,104,12,3,770,185,0,2022-07-12 00:00:08.204
8205,15,1982,75,170,3,770,70,0,2022-07-12 00:00:08.205
8206,15,2032,253,264,3,770,85,0,2022-07-12 00:00:08.206
8207,15,2633,243,253,3,770,90,1,2022-07-12 00:00:08.207
8208,15,2879,153,111,3,770,150,1,2022-07-12 00:00:08.208
8209,15,3504,18,173,3,770,145,0,2022-07-12 00:00:08.209
8210,15,474,209,33,3,770,125,1,2022-07-12 00:00:08.210
8211,15,519,241,173,3,770,50,0,2022-07-12 00:00:08.211
8212,15,660,217,261,3,770,100,1,2022-07-12 00:00:08.212
8213,15,684,228,217,3,770,365,1,2022-07-12 00:00:08.213
8214,15,759,2,79,3,770,75,1,2022-07-12 00:00:08.214
8215,15,981,111,153,3,770,140,0,2022-07-12 00:00:08.215
8216,16,2105,135,119,3,770,148,0,2022-07-12 00:00:08.216
8217,16,2223,135,68,3,770,59,0,2022-07-12 00:00:08.217
8218,16,2304,135,116,3,770,71,0,2022-07-12 00:00:08.218
8219,16,2600,135,279,3,770,83,1,2022-07-12 00:00:08.219
8220,16,2780,135,209,3,770,159,0,2022-07-12 00:00:08.220
8221,17,2628,120,60,3,770,54,0,2022-07-12 00:00:08.221
8222,17,2650,54,60,3,770,66,1,2022-07-12 00:00:08.222
8223,17,2652,138,60,3,770,66,0,2022-07-12 00:00:08.223
8224,17,2662,268,60,3,770,111,1,2022-07-12 00:00:08.224
8225,17,2865,103,217,3,770,65,0,2022-07-12 00:00:08.225
8226,17,2870,292,217,3,770,54,0,2022-07-12 00:00:08.226
8227,8,436,16,184,3,771,119,0,2022-07-12 00:00:08.227
8228,9,181,143,128,3,771,49,0,2022-07-12 00:00:08.228
8229,12,6723,253,252,3,771,122,0,2022-07-12 00:00:08.229
8230,12,7032,154,292,3,771,70,0,2022-07-12 00:00:08.230
8231,13,847,253,134,3,771,309,1,2022-07-12 00:00:08.231
8232,16,5947,76,208,3,771,74,1,2022-07-12 00:00:08.232
8233,3,61,148,104,3,772,184,1,2022-07-12 00:00:08.233
8234,5,1082,16,85,3,772,123,0,2022-07-12 00:00:08.234
8235,5,1186,147,16,3,772,78,0,2022-07-12 00:00:08.235
8236,5,2460,16,238,3,772,128,1,2022-07-12 00:00:08.236
8237,8,553,43,16,3,772,137,0,2022-07-12 00:00:08.237
8238,12,6378,253,65,3,772,146,0,2022-07-12 00:00:08.238
8239,16,2484,96,172,3,772,197,0,2022-07-12 00:00:08.239
8240,6,4960,35,71,3,773,144,1,2022-07-12 00:00:08.240
8241,11,6521,233,159,3,773,96,1,2022-07-12 00:00:08.241
8242,12,4735,153,154,3,773,74,0,2022-07-12 00:00:08.242
8243,12,6527,199,79,3,773,54,0,2022-07-12 00:00:08.243
8244,12,6901,54,208,3,773,142,1,2022-07-12 00:00:08.244
8245,3,904,148,35,3,774,64,1,2022-07-12 00:00:08.245
8246,13,573,243,253,3,774,101,1,2022-07-12 00:00:08.246
8247,1,1249,78,268,3,775,135,0,2022-07-12 00:00:08.247
8248,1,1277,45,80,3,775,220,0,2022-07-12 00:00:08.248
8249,1,1295,173,154,3,775,335,1,2022-07-12 00:00:08.249
8250,1,1589,33,80,3,775,125,0,2022-07-12 00:00:08.250
8251,1,2446,154,80,3,775,190,0,2022-07-12 00:00:08.251
8252,1,474,80,16,3,775,120,0,2022-07-12 00:00:08.252
8253,1,548,208,35,3,775,135,1,2022-07-12 00:00:08.253
8254,1,591,208,172,3,775,90,1,2022-07-12 00:00:08.254
8255,1,788,183,270,3,775,155,1,2022-07-12 00:00:08.255
8256,2,326,252,258,3,775,127,0,2022-07-12 00:00:08.256
8257,3,1260,134,35,3,775,86,1,2022-07-12 00:00:08.257
8258,3,1411,173,18,3,775,169,1,2022-07-12 00:00:08.258
8259,4,458,135,78,3,775,165,0,2022-07-12 00:00:08.259
8260,5,2535,159,198,3,775,211,0,2022-07-12 00:00:08.260
8261,5,2752,277,159,3,775,158,0,2022-07-12 00:00:08.261
8262,6,5264,16,101,3,775,72,1,2022-07-12 00:00:08.262
